user_id	ad_clicked	attention	log_id
bslnfd09s88h9u6ffjm69qno83	0	4	20170131135638
vhaeh2nd9soafhr33hfhbc7f31	1	5	20161231015802
vsat7v8escppehc7035ou5lpm2	0	5	20181002060144
i4dc80df86ehoqvp1af10c6i54	0	5	20181002002858
khj0fac37vu8eapb5m6fukmpk5	0	3	20181002000710
psa8ldvsjrdsscbg0i8aqdk457	1	2	20181001212147
bl309luip5lq41ivsqd2etgfu4	1	4	20181001125133
oik0rjanc4thuc4g6refu8l8e4	0	4	20180927170155
1sqogen4e1utfpnmhaeiv55ka6	0	2	20180913151612
s8okk6u20ibj11d9ok6e14q0a2	1	4	20180813165437
sgfrbhi7dnc92euuda39gqmre3	0	1	20180716184403
3kmte436j9c6n2v9n4p6kke8p0	0	1	20180626145318
b7o7ptedv542joq349aag7plo7	0	2	20170308150132
vt7a4uktmf9pg6v34g1b81vsd3	0	4	20170212160822
9t70q2j4dk1964vjd4p7hkdtt1	0	1	20170210202843
k4bbj9i5ji3ejf9td9vq0mhv64	1	4	20170206134122
spktq32s85dsv4d77r99bn05q2	0	5	20170202165348
c3volsp57lb46m2utd1np0pfo7	0	4	20170101160359
m96m05bqvlspj557hqvsorm8k1	0	2	20161222195317
b75j8r26knl5ta2f4cbqcd7kl2	1	5	20181002084158
f0js4f4cokcu3btjt89ecspu57	0	2	20181002034418
a9tdnnlgr29tnbqegk7spv9lg4	0	4	20181002024533
163fkajfva94vj38toasg42is3	1	5	20181002010514
n962eaa74nkn811aappui3d5g5	1	5	20181001235941
tgpq58inpee0adqkcdbmrbv6j1	0	5	20180826075814
jb6if5droon3chjsvpp3nv3vp3	0	5	20180717204542
e4o3ihbmr9l5b0v268519kq4i5	1	2	20180622050827
ppbarcrb3a9cmseeq1htid46t3	0	5	20180118185700
5komhrca8g5rkftg7ic7he55c0	1	5	20180118172330
s0heemeaceefpf5fi789unn273	0	4	20180118170225
706ij8trbol08d7743v90n99t5	1	4	20170425123157
lo4r9rue3r3k485cakoka9biq7	0	2	20170318095544
4a66o9ptrokkjemovtrr8aagc7	0	2	20170224143353
5q8257kacecaobin36su20npt1	0	5	20170219181122
is4116hkbnvi68cns587ulfdg6	0	2	20170216191031
svfikhps7bcun80uoqplejel97	0	2	20170211043537
b9f6sehon29ldr7sjmktnlp9e1	0	4	20170210144612
2s6vvgi4dv39tlfnfnpvcl6611	0	4	20170204192850
qcqo9327s609lbn96opdsa9c65	1	3	20170203093915
skfnlcpabj8m33v7b4imqo42g1	1	4	20170131192620
3isi12jmj046nagaepr8qjgm63	0	1	20170131150415
j25njapljcob43qrg1cfnsg452	0	4	20161219223751
n3jv6f7fsh9g3p9nc7gc9ld9r2	0	4	20181001162911
p9ptc5m6ic4gmejdsboko83v85	0	3	20181001155452
9sukk1rkcdihm9nc0cmvt8jrh3	1	5	20181001131651
p38ket9qdetmjb5o7334kp96q0	0	5	20181001131210
j72n7tl9loib61r07d06q202s2	0	2	20180903225435
1ufd0k5ua63ofg8mp99reg12o3	0	2	20180828091201
9vfo4udoudh16rkuh0bgbthmc6	0	3	20180702112226
hlddaqcvald6lrp5si6q8mp985	1	4	20180126013722
ftbt7dopqkf0ia7o4a4gsh3ds0	1	2	20180118143610
ktaa7poinblv3beqj0urd1el30	0	1	20170425192832
ddeer4sh3usukg8uo03vp379h6	0	5	20170402194809
9ee2f8j4s94t0sadqpak8j5u67	0	5	20170322031214
dt4llgal56m7v06u4tp0je90o4	0	4	20170308020531
9b62rnq8spplmrsv7trfpkt9f1	0	1	20170225220009
uikl74erfskba4vhaomvbdecm5	1	4	20170210171732
6p08b0dvsk1jrsjvv8j5eeta87	1	4	20170207193829
cmoo9umop6jffecjps7l3j6i67	0	2	20170202030946
p68s20u6qjcpmpcga2udslilr0	1	5	20170131145221
ti4uaqkla1d1s7orqh1ch2q064	0	5	20170104162934
q8m4igtqqeh8f6c8sou6f9va57	0	4	20170101163258
2mg50fvt0i80b7k6qik7l3llm5	1	5	20161230232733
jstb4qbqt1mi6ma1vet7mo0ls7	0	4	20161228024530
4usfhv69n2140te7jksu1uck57	0	2	20161227212638
gts0e92dme587flfem529g8sj3	0	4	20161227160116
7kvbgjj9eam3kcetag3pa2elk1	0	2	20181002060720
9d3h4t8dkrqnp1ougcfrksrkk3	0	5	20181002000518
skj4uhj1o1an8eabapp6oaro32	1	5	20181001170743
kt8pb8spkagia84lb3su192ma4	0	2	20181001162112
9npd2oobkrvkljtjj1ja71l2r7	1	4	20181001144525
c7ao1lk4ups41q9elrb0thft46	0	1	20181001141300
lmdlok9fukcbj205geiomjs503	0	4	20181001132217
tra49n5p5vklg4q71tqegoshj0	0	4	20181001124844
rrj9qjvhiluopb0mhpde15jhd3	0	2	20180822172313
4vdjkeqogqqc9a9a74vogsshj3	0	4	20180810050216
6ccsv37a0e6lsrvc0knn1msjk2	0	2	20180804040820
43qmt70kcmjfitcd4irjsjbq26	0	5	20180728051330
ai29440lbqvhll89ahar5348u2	0	5	20180718083129
k5mfcf0n6aa62a2u2n2ce5q2l2	0	5	20180126090034
gk56gcs8vfcfsqj3jcsk0vs3f5	0	1	20180118212515
18446cf0nujv3mlm548bhkqte6	0	1	20170406154524
ic19melf31vgimqu25ng02tim3	1	5	20170402185652
ln5qv29mqfgsforcrvf6a3hg00	1	5	20170320154504
9uuvghb9f9iadivpvb5h01q9s0	0	2	20170223110454
e35t4a33nn8okjic4fggdjiv30	0	5	20170223081630
dt6eo48homr1plbuomj6m0shu5	1	4	20170222190241
cumcck2p0naftoj4vrjcp0qju3	0	4	20170218122724
q112rin3emee407r035o9aelv4	0	3	20170214141951
eosnp4861c1kubegh043gj9jg2	1	2	20170210133801
n3r0qj7pnb1snl2td6u7cec095	0	4	20170207150000
bi921jbm70gnq60g0aer2vbud5	1	5	20170106171628
q6qdje4r93up9g31tbjn4q4si1	0	4	20161231223318
cp9jmpv39h4ibg82nsn2hvk3l4	0	1	20161222002647
b1rq9etfobc8se1rl5g0rtfl97	0	2	20181002091234
6k4di8661bd68ts3iq0j2dqpe6	0	4	20181001184420
883u2oira2h2av5imklsu0u8r2	0	5	20181001173428
ga5frqnt8rvhivt93h272k3mo7	0	1	20181001162312
mciblju9sgi6uiueh3ntm42rh7	0	4	20181001150900
5rha82ajhv7crvh1mm4sj34jm0	0	1	20181001145822
srq0lfr4sr4avt974r96jpfga4	1	5	20181001131149
gl645jbprpj81u39nr08t7p8o3	0	4	20180926012416
4dq8mlg4chqnb3b7d9i7tljqq7	1	5	20180923033329
9g5rr8bcj64q0ro7lpg7ket381	0	4	20180917233522
ab753bmjddi2b6redpv2qqdmn3	1	3	20180909002016
kii4naobbh3l7sfftkp6e9atc4	0	1	20180901155325
c8s3h14at9f257qtjb2dan83g7	0	5	20180901114610
07ibga275v6dod4rv1jr4q7it6	0	2	20180728014305
t2lmktl0vs770t8h4dlb1mco44	0	4	20180621174053
cir4sfuohnsao8hcb6e6h5udp1	0	4	20180119024509
ugumc135k4m5h0ct1jov6f85e3	0	3	20170307102307
onm613lo8qapg4hhodu4qps535	1	4	20170303053833
9sj3kcp4gjfeend548oheg32t2	0	4	20170223070745
uinksoelcj369osp3rdvanab12	0	4	20170213194520
5figg4v50hk74v228hcd4o1a31	0	1	20170212140208
atv1uslmj1602g2qk2615h03d5	0	5	20170210174128
32mba6bsdad71j55s64mkfbgt0	0	2	20170208201459
ol5s50pplshckrf7f40slb2mf1	0	2	20170206030507
i38opsi6nij3v5tpln2b1bsjo2	0	5	20170131231723
5mfc99nr2amlnr4i3unfg18322	0	2	20170102214354
ns8mdu8rfl3tck1u46hjk96mb2	0	5	20161222194401
49bv149potesm71vr18nel4b95	0	3	20161221160838
5o6lrjm5hnv45csp0umupbdr51	0	2	20181002122011
fssfpvcu6ks50oipsa2fs5e3a6	1	5	20181001193456
ithc8qgb5nkcncl4if43e42gk5	0	4	20181001184238
jaos5vgbqgcjhd9jpmqratej94	1	4	20181001144806
v8iue1l2cppth7kep9dnp051h3	0	1	20181001132629
phgstf3kecqbf1dfk4rbbpacv7	0	3	20180926192026
9q00tmae6h1p9uog3buk2j6993	0	3	20180805230719
k0frvrgdue7gnj7k9t0jm0j8j4	0	4	20180721124401
6uapgmmsm83se2gaqh83soj9d1	0	5	20180511225507
ehdoftlvcd3t6h65onuj9u4d30	0	4	20170304221930
csr7c4hs2va69e9ovjicinao90	0	2	20170227191216
3rp1gol4epejkt1g3l4k4a4646	1	5	20170226181409
er7j9red6j1422g7umlr42uu01	0	4	20170212044956
tb3gsrmba2hk81s2f9k9mrvfc1	0	5	20170209101735
hrkqdpeclm5ae9k391snoj5gr1	1	5	20170208220808
nvhsj08rknvh7m3jp44d4f6gv0	1	5	20170206193648
d18440vik8im4e9nhkm85o07r0	0	4	20170206044010
5t2lp0kbmk2g74cf5b40r2qhv5	1	5	20170204231940
v7onfak3gtvvn8vl4uk0cnof33	0	5	20170204081402
0kl9m92fp1r24pvfcv7atdveb3	0	5	20170131171921
mru6j33qn79n9r4al0ee0fivj2	1	5	20170101191615
vj0moe9kvbasgk1sli44o4nko3	1	4	20161221164159
4kdsg8g3m7782kdsei4m7dfb24	0	1	20161220153407
j2v2a10r50423ksbth4og6t0q6	0	5	20181002050334
tma96he06863f70rb208jpgei2	0	5	20181001165201
arn93i29g9r1mv293oehob2v90	1	3	20180924231429
77pvf519nbmfut60te8feu8sa5	1	5	20180803221948
j8s3l6qgop701scui69l9i8vh5	0	5	20180714123051
evo59eveg0o9c5ja5jcmvmb982	0	4	20180126015548
scq3jpos77j8v6hit2gkuk74l7	0	1	20180118174037
8k94prc8vru3usqn1lr9pfr014	1	2	20170425183255
cp7kqp090fr0gr7j0vm26sdp02	0	2	20170425145412
stu6l47e4ngbd6meetvmdq7v51	1	3	20170425142333
agc1th5t1i9rrnpnjj7uu71q81	1	3	20170408041221
udmn8f2gt6i6n8ukfemph5cm84	0	4	20170314000804
rdi47m4cfv92tq4v7sn4jef277	0	4	20170220072213
lsa0sahhgajpuu81uvslojbn10	0	5	20170219025231
rem1gtr92je1o1uonp13gapv26	0	1	20170213154011
ljvjtv6tp0bd9s35p0ggg483j7	1	5	20170210162900
9c0maa09q82t7udrn1d5nqr674	0	2	20170209051500
1887vuhbmeuj8uh2td3cl6mlq4	0	4	20170206045029
2g2fl4h81h76kb8gj1d3226fv1	0	5	20181002004116
37qj0lipicnb371l4d2rqfesq5	1	5	20181001234007
mm6va1a31c7f7vhp0istnsfjg2	0	2	20181001175716
3vkofn4kfb09mrqt64mtgvuet3	0	2	20181001165417
4ml98ur91mmajgpi955gohgm47	0	1	20181001150957
0uhucf5sfvkb2ttbcqscvjfre3	0	4	20181001142552
9bmd91n1tmg24vm8l8606uufs3	0	4	20181001140314
7cgndgn8utnnef9cg923g22b64	0	5	20181001124635
7ap5b3cc3sbiap4iecpk3kc9p2	0	2	20180920052448
10isc9orfna8j5dk04regrkj33	0	4	20180831230029
bljodubkermfvrb0qoq7143c06	0	3	20180620002941
pqhbd4m8vcg8qtin7m4sk4tec6	1	5	20180512022928
7qv6phnethpqe39jik3u5ndk50	1	5	20180126152021
hid8dqcbsks8fphdv0s8ho15g3	0	5	20170425155010
3pdrbuf5f71hinmenulr7mfk53	0	4	20170425152012
fe2hi78g9bt186a8m0akheu7f5	0	5	20170313010036
2efv7mokj63jqhqtfa2fb55e55	0	2	20170305182533
77v2m0c17vnr9gsng4a45tpuf5	1	4	20170301094422
paebvv627pesbpvd5laeib47r2	0	5	20170227194129
3dm4ma687491h1ssb07tsat681	0	1	20170226054406
l0m7lh5tpc70a1p5qrhb6gmg11	0	5	20170216005141
mlm6cirl95fv5mqhp50spkgbg2	0	5	20170211173602
g2nll1iu3h9u2rass0p4iinc74	0	1	20170210143743
c9osngtpur9ktbci5b1mruu7k3	1	5	20170207215126
c839bd5f3ms3j9kmi68glos1p0	1	5	20170201205240
b9olfbvebmc13o22lrffois614	0	5	20170103235111
83vlcm8ibtd8eqs1ol04mkvtm2	0	4	20161229202646
k9892i0b93iamla64jh6f86j22	0	5	20161222150151
3gkpaf3vfi6g6g20o55eamg240	0	1	20181002121023
53r4qbaedrnru7o62hep4ifdo4	1	2	20181001221144
8arm39jo39kdh9mldks9kdn0s6	0	5	20181001185024
q3l18d0gvcqrubval40pe905l4	0	4	20181001162244
pbkcovgrvm34stqvujsbrslvq7	0	2	20181001144353
qhhlskqt07rjgrjqfcten234g6	1	4	20180909061342
ro4u2672p1qps02imfcrdoc6b0	0	4	20180907070153
fhnrac6c6tcc3rh0cb9j33vcs7	0	4	20180806200911
erihhm0gdviqv4cun2d8ekp830	0	2	20180721222011
keg90edpdk3k4nh96cfr3qlis1	0	3	20180721071401
6t6gh0a0rg80f1sd8rld2knba4	1	4	20180715140342
sm56bvbe3v37rnt7pegj8c3bd1	0	5	20180126115007
be4n3bhnrgulh18e70tkotpoh5	1	5	20180118142514
t7r6ak2jedq1s8et91jqrqdcm1	1	5	20170425140934
2gp0ta1r1647ush7qp0hs1sua3	1	2	20170403023219
03vuliv2fraiffthfn3j2eeqc7	0	2	20170315182009
co1u51arakt93kqnd9obfcnsh4	0	4	20170305124208
n1p8kk2cbb7rd6i6f0safrq0v0	1	4	20170303123053
rhgcn44dpm731t91p51reb6530	1	4	20170213165221
jlm1bkcgkquc28k8n6j5l609d3	0	4	20170205063637
ip6987oboobphig5kv2gvdbam2	0	4	20170203191136
hhcacv690c5pblu5kve9uvq2b4	0	4	20170131213836
4ibvjbia3gb0lv388gb77nq4f3	0	5	20161230010738
lii0vt009eib576995fppi1614	1	3	20161229071205
jpjd6ugrshmcoepvs4mustlcq6	0	4	20161224030727
7vs7bnvjf9ichon0jnuhjo5vp7	0	2	20161222011902
973r6m4jshs62da66ph1up3ep3	0	4	20181002003319
aerq96vf61b12ba1ofrh9133g2	0	4	20181001200811
1j8945uqghbcbsc112doeu44m1	0	2	20181001153348
21gbap2i31njga95hfhev85hg5	0	2	20181001133256
bqtgkmi0rtt9unuo98sca0ind2	1	5	20181001132946
ar8kgjsc772vg5pi65hobe6h30	1	5	20181001130845
rjg8toa40pa5coa8tkrom2i2t4	0	4	20180927102617
ub0skb1ebtsvdsp3qosaero5u4	1	4	20180927084559
pvel8g12rtb42mhkir0mrub8b0	0	1	20180901182946
nantfioa2d4hoonpg4rj44ggm0	0	1	20180823094635
8cm04a5rv4j00cum3vismvh5g7	0	1	20180718075312
enjjlg9o9s1mks389edlsfd231	0	5	20180717045934
knrhj7kv99b5ecsv7u70fldoe6	0	4	20180709214749
u0k1mrvi9p9c3uq7e085rd2f33	0	3	20170425182924
ro4od84m3fpboe3g4aelod0s26	1	5	20170425124110
67jkiadn0schgp9f19iok8uov3	1	5	20170326180613
unvcs46kmvs90gkpcsahe6go45	0	5	20170319001225
dk4obofgqsie8arj6ms3cfend4	0	5	20170313183943
1m74nmgfvgjda1876cc5bc8c91	0	4	20170309060432
0ra5b4dbo5u5lp4njc8l689sj1	0	1	20170222152650
hcc9to0c9vekvtg83u63hrrhl4	0	4	20170212020414
vdl6g1cbbe5g9ubd1anvkk7203	0	5	20170210120835
mkm6l290okj9rc8d0j945qigk2	1	3	20170208145200
5387mg596mauv0sdia92fsqqj1	0	4	20170202022829
fnppdcc41v0m6517qsdk3o9nd5	0	4	20170201071246
em5lltqku4ftlljionsbhrem72	0	2	20170105230434
iiru85k602e0iaavq9buu3on47	0	5	20161227174244
2nitslq92uh7t7rqtl9jc7jt23	1	5	20161222191017
b3u37gsjqsc59gck514s2u8uf6	1	5	20181002013112
nluec35pu0go0bqfkgi87u99v7	1	5	20181001210550
tpj49hr9lia1v0m4knotakd335	1	4	20181001190817
altdqee3thlk69h0pbube0gqv2	0	4	20181001174255
7spcaai40p0vqm566oa4gprbd3	1	2	20181001173135
1bsa4i6v4egt4liip5kk26npp6	0	1	20181001140011
jgrohea8m0dpr7ddu78vfjol82	0	4	20181001134936
gprfhmtt6kjpe9nc2dhissq6q6	1	5	20181001133613
7n48l9gbtutmboep6ggnoobi27	0	5	20181001131143
l066it8g0spbgaflrcfd0te2m7	0	5	20181001131036
44ubgiqhahvhdudf5obqao6bh6	0	5	20180906171016
f2u6a5ba1hmi2givf2f1ter303	0	5	20180718011718
efimnsmh4n11k29vfgr8cp7092	1	5	20180716223610
q7djpk80v8cobv0buqn1q82ru3	0	4	20180707041151
gtds5v2gu6ba4nbf8ip38018s3	0	5	20180126162231
ogj5h7v2agmgodv6v2e6e64hu1	0	5	20180126091503
6j5r8bu7blsv97g7i6qiv61co7	0	3	20180119005822
acrskr3od8j4vgkr0aktevad03	1	3	20180118135733
h7f1klqqc691esrt394lb9atu2	1	2	20170404115416
r6j2nipa9u3d726pmc07tijkm5	0	5	20170224093115
o9om6ap102up9206qkuo9r5gi3	0	5	20170222235356
9amdomjhed30hsab6ei2muhpb0	0	5	20170220005551
5trbs6i80k5qta7d4ltd46rod4	1	2	20170219165104
3k05nnpt858tjvh8jo4q95vc80	1	4	20170217042632
gihp798ecd7mr00ijrest2anq2	0	5	20170214214354
07logrn9m89ho5jb309rcaaq76	1	5	20170214164933
4ibote16b0v3av40uto1ed5u63	1	5	20170211181038
trf3bif348p2hlgn4ijgkrlt33	1	3	20170211102347
r3fb7fosf6ursv9e5vfhs33uj6	0	4	20170204213108
ifkmq30tqud6pmki3sbup93io4	0	1	20170203022548
qc94ccss0f4e2248sfekd7bt61	0	4	20161231163237
b5cdsltasaf7m4amlhkqf6lju2	0	3	20161224212503
1lgl46pdq1vglkaslobdui73g1	1	1	20161223005515
89b80no34ti68fu76k7i07brj6	0	1	20181002105316
f0gfkjjmv892m69uqn0dm9pka0	0	4	20181002041555
94otpp2c9p3larhfd50csu0ql7	0	2	20181001213102
bti52p0ra2uoi5s8fmn4ggtk31	0	5	20181001190046
5a33bn28na98pgp8ujpd87t0i6	0	2	20181001174858
54nlusvg0ha7aucnk73gl4n3n4	0	4	20181001142510
scqt7vnrie19uqkh9cqh8c70v0	0	4	20181001134531
o82jn7ujfb22ltl9r9kf42kq80	1	5	20180911035249
59i7d1vobi15il65pv8nirk3g3	0	1	20180721050758
1mq353togu5jmvojm3qqrhnnv6	0	1	20180701202538
mpniu61a41hr6dnmerb0oadib7	1	5	20170425201624
brjevq1r7lpk1283rmrkttl917	0	2	20170304051300
a2n9q8a60kqr6vgkekf3fk5ai3	0	5	20170228003854
kfc50ulou3jv6u7j8cnj42e4k0	0	2	20170225182629
3r0ed7jethu604j24qecl7moe0	0	1	20170225025544
cd8l0uaa6p0620qp3nmg0omv22	0	4	20170220205420
q3r1pct7m82qs8ofeh3vtfhub2	0	4	20170214053800
m712ju3mcr6o6ngqk8gn5865a3	1	5	20170213160404
b3pv18s3ng45mnamqb2beir464	1	5	20170213153906
8vpjma3rbftcje1crefkipurl3	0	5	20170209124436
gubr5674p8macnji86768qaio3	0	4	20170205181906
9us60vpdfcp0bt7nqn0i9vj882	0	4	20170201052428
10b89fgqme544r7kbahu95ulu7	0	4	20170131162805
2uv99jrj7tic1t4b2890h9kch1	0	4	20170131124146
kcbgs3oc218sooua5febo6j0o1	0	4	20170104203432
fkj82u8lqh4pblcajb7p67s106	0	1	20181002100150
ppb3p9bjb6606moridlaqs1ek0	0	5	20181001172311
3va6hhm52r03dqt2hs6fmk3e22	0	2	20181001162747
qn5btrpl57feuj1veli13ftqi2	1	5	20181001161258
o0mti85pcvpjg59fgbdb6h6fk3	0	2	20181001144425
obk9gpu73v3p5ikmacm0t0ppk7	0	4	20181001141601
vccl87eehva8hlqu6ebv6v8sh1	1	4	20180827185109
vqsigldpos1ai8ta78qfjpv2n3	0	1	20180719220434
btrkije93md4bjo8je7ikmgs32	0	2	20180705082910
jlggs5nhijd04q7eamgkl1o4s4	0	3	20180630235453
t00ns8acdppsiadng5hc1eit63	1	5	20180126015723
g7qva2tothmss5si1ff8n9i2d7	0	5	20180118214408
kdlsjm58seufq68f0010aivhn2	1	4	20180118214038
ov1avqdj25cf4q399fr8bkthq7	1	3	20180118132158
e67s9djkmv5tmnvneb9la0hr37	0	4	20170425190058
q2onrenbm7cetnni6ivhpc9or7	0	4	20170425164740
n2lg47p2oo0kfo1lp7nthclhi7	0	1	20170303074724
9luh8i9006t9mcifvh6ubn1580	0	4	20170211000204
l9aniv1k84964cksph1rj98vc3	0	5	20161227181940
tkcuiktur407aohscjd33c8e44	0	5	20161224212013
ba7cgr61jpvdje9ok722362l67	0	1	20181002131439
oek7u8p5tj9s2jflsu6p1nlud2	0	2	20181001235501
rpcomdgrlaotqdqfpb1esjn4s6	0	5	20181001234643
psmmtmc3p6lgeafes6bhansrv7	0	5	20181001224736
eeqjkbjtnk024ciulf3jm5vql4	0	4	20181001203725
0p86744tf56sct14n7m6nm57s5	0	4	20181001143436
5q6ieib8aom8pvfos4316s71i2	0	4	20181001132525
stcnmd5n4696tp00pjefm1d972	0	4	20181001132155
9p0tdfb7i1kn2cviqksdd7et06	0	1	20181001130631
5cu45frkk2ubsvffnum6ergd17	0	2	20180904001530
o76jr3qkqe7tejadrtbstvrrf5	0	1	20180707091917
rdskihuqosrmpmegvsuv0ebqi4	0	5	20180704083815
hudpsdcif8ci6eu5prgdfg76p6	1	4	20180118112213
6pd8nrdtvtirv3rjjlf3997kv1	0	1	20170406221746
um536ji2stgb8ie8l9qpkbhe87	0	5	20170225141901
088rdkueig8aakv0oue4a159u4	0	5	20170218032931
72p5816f2gvma18i1dfv9jt9e6	1	5	20170211081847
68e2e8b06u2a0p5n8hk7ng7rt3	1	4	20170211033752
4v879a1i4dehapu9clbunhgk96	1	5	20170207040734
1o2l5a7g688f1go8ps31riund2	0	2	20170204235729
lvse6s4mr0q87t1akvajjsd313	0	4	20170103134751
akdrkqq58h69jfftue3o0k63j1	1	5	20161229184118
olf0kvt3rnsj0k03251l2g6797	0	4	20161226052358
51bnd1tcilsbh26ce0kocq6ht5	0	4	20181002003045
p4voqgruub97k3p2n0cvdh6sk7	0	5	20181002001606
dg80ajtelm1ufai8d582q0nf23	0	2	20181001182653
bv0b7hhsdmfu4j46dcreacum23	1	5	20180910194254
jvurik9btvini8g4d4h1fcqmt2	0	1	20180802223843
2n7rf7n5i50ifiaqbolab66637	0	4	20170320120626
4aasjvvmsih4vnld54riggctb6	0	5	20170319200156
8jotprl5mkamnic074m27uq1p7	0	1	20170312113150
oltm8jq75qbhv5lmlf41nbbvd2	0	4	20170219194916
9pnml74hpdkk097fnij1etecm6	0	2	20170212162917
vb3j4jgsn3mntkaahhikb4l683	0	5	20170211133223
kcdae0dts4li1k7kkpo1rsmng7	0	2	20170211035552
gr5efqki20jd8l41ls56qqdut7	1	4	20170205054634
f7220sllu13b2isp32muguq5h7	0	2	20170201023621
jsbslqvs630pb5d4del1ptl1s3	1	4	20170131150016
ukr146haa3jtt3f7p7nute2te1	1	5	20170106184125
vh764epvb3onl21b3v2bpgp0p2	0	1	20161223060409
44r9g5u5u2gf6s56sohr76dpj4	0	2	20181002111245
mg95f648v354rqh7ms7b6qlpj0	1	4	20181002053905
i23iudamu9g6126plogpgs1i64	0	5	20181002003114
tvefaqiqlpd9oon8ga1lj2a291	0	5	20181001232207
9ft6mlf11ttcmfum0kf4cupjs0	1	5	20181001162207
jgi288639m6igtok3qmrub9bb2	1	2	20181001071108
gk9hgr3utgqnvm4pr77memrn77	0	5	20180915213338
6bkeb7kcuide2g5krvd94p90q6	1	4	20180906175729
uvj3nbkhmcjpjndt2msr7sm071	0	1	20180905214137
0ira937ebpf99vbks5tl2c4v95	0	4	20180726172439
m8blh22ur203l90d19eh21ucf4	0	4	20180721165623
54l619jdmafm3lc022grnbem94	0	5	20180623204734
